Complex_word,Text,Candidates,Mu_legibilituy,Chatgpt_inferred_candidates,Gemini_inferred_candidates
deserción,"Por eso fue atacada por Dionisio I después de hacer la paz con Cartago, pero la deserción de sus soldados le obligó a volver a Siracusa y la ciudad permaneció independiente y unos años después firmó un tratado con Dionisio.","{'acción de abandono': 1, 'traición': 1, 'abandono': 8, 'huída': 2, 'huida': 5, 'insolencia': 1, 'renuncia': 2, 'salida': 1, 'evasión': 1, 'ausencia': 1, 'deserción': 1, 'el retiro desleal': 1}",54.2916998613201,"{'abandono': 1, 'defección': 1, 'escape': 1, 'fuga': 1, 'huida': 1}","{'abandono': 1, 'fuga': 1, 'huida': 1, 'traición': 1, 'rebeldía': 1}"
vertiente,"Por sus elevaciones destacan los picos de la ""Muntanya d'Ullà"" (308 m), el ""Montgrí"" (301 m) y el ""Montplà"" (310,3 m), cercanos a Torroella, y la ""Torre Moratxa"" (218 m) y ""Roca Maura"" (226 m) en la vertiente cercana a Estartit.","{'derivación': 1, 'falda': 2, 'camino': 1, 'pendiente': 6, 'ladera': 6, 'fuente': 1, 'inclinación': 3, 'caída': 1, 'sección': 1, 'declive': 1, 'área': 1, 'vertiente': 1}",52.657291388962925,"{'pendiente': 1, 'ladera': 1, 'costa': 1, 'colina': 1, 'cuesta': 1}","{'ladera': 1, 'pendiente': 1, 'costado': 1, 'falda': 2}"
dotado,"Primer día del Carnaval de Herencia, aunque no dotado aún de carácter oficial por el Ayuntamiento de la misma localidad, este acto nace de la idea de crear un día en el que sus principales protagonistas son las peñas locales encargardas de animar el Carnaval de principio a fin, especialmente en los pasacalles.","{'previsto': 1, 'poseido': 1, 'dado': 1, 'con': 1, 'equipado': 1, 'agraciado': 1, 'provisto': 4, 'proporcionado': 1, 'desarrollado': 1, 'hecho': 1, 'capacitado': 3, 'asignado': 1, 'adjudicado': 1, 'hábil': 1, 'brindado': 1, 'dotado': 2, 'poseedor': 1, 'considerado': 1, 'apto': 1}",45.10018944371983,"{'provisto': 1, 'equipado': 1, 'asignado': 1, 'concedido': 1, 'atribuido': 1}","{'provisto': 1, 'concedido': 1, 'otorgado': 1, 'dado': 1, 'entregado': 1}"
extravagantes,Recogidas por sus extravagantes y misteriosas tías desde la muerte de sus padres las hermanas se criaron en una casa que era cualquier cosa menos típica.,"{'extrañas': 3, 'llamativas': 1, 'raras': 3, 'estrafalarias': 2, 'excéntricas': 10, 'chocantes': 1, 'únicas': 1, 'exóticas': 1, 'lujosas': 1, 'fuera de lo común': 1, 'pintorescas': 1}",56.926315789473705,"{'peculiares': 1, 'excéntricas': 1, 'inusuales': 1, 'singulares': 1, 'raras': 1}","{'peculiares': 1, 'extrañas': 1, 'raras': 1, 'diferentes': 1, 'excéntricas': 1}"
gesta,"Relieves e inscripciones recordarían para siempre la gesta, presentando al faraón como el héroe que se enfrentó solo a numerosos enemigos y salvó una situación desesperada: Ramsés II ordenó que el boletín de guerra fuese divulgado en los principales templos, de tal manera que se encuentra grabado en los bajorrelieves que adornan las paredes de los templos de Abidos, del Ramesseum, de Karnak y de Abu Simbel, y en los pilonos de Luxor.","{'creación': 1, 'acción': 1, 'hechos dignos de ser recordados': 1, 'batalla': 1, 'nacimiento': 1, 'hazaña': 12, 'aventura': 2, 'temporada': 1, 'guerra': 1, 'hecho': 1, 'muestra': 1, 'el evento historico': 1, 'odisea': 1}",49.8745882000599,"{'acción': 1, 'hazaña': 1, 'proeza': 2, 'logro': 1}","{'hazaña': 1, 'heroicidad': 1, 'valor': 1, 'подвиг': 2}"
bajorrelieves,"Relieves e inscripciones recordarían para siempre la gesta, presentando al faraón como el héroe que se enfrentó solo a numerosos enemigos y salvó una situación desesperada: Ramsés II ordenó que el boletín de guerra fuese divulgado en los principales templos, de tal manera que se encuentra grabado en los bajorrelieves que adornan las paredes de los templos de Abidos, del Ramesseum, de Karnak y de Abu Simbel, y en los pilonos de Luxor.","{'tallados': 3, 'dibujos': 1, 'esculturas': 1, 'inscripciones': 1, 'bases': 1, 'bajorrelieves': 7, 'entretallas': 4, 'grabados': 2, 'muros tallados': 1, 'grabaciones': 1, 'las imagenes abultadas': 1, 'relieves bajos': 1, 'entretalladuras': 1}",49.8745882000599,"{'relieves': 1, 'esculturas': 1, 'tallados': 1, 'grabados': 1, 'figuras': 1}","{'relieves': 1, 'esculturas': 1, 'tallados': 1, 'grabados': 1, 'frisos': 1}"
pilonos,"Relieves e inscripciones recordarían para siempre la gesta, presentando al faraón como el héroe que se enfrentó solo a numerosos enemigos y salvó una situación desesperada: Ramsés II ordenó que el boletín de guerra fuese divulgado en los principales templos, de tal manera que se encuentra grabado en los bajorrelieves que adornan las paredes de los templos de Abidos, del Ramesseum, de Karnak y de Abu Simbel, y en los pilonos de Luxor.","{'pilonos': 7, 'puertas': 3, 'muros': 1, 'planos': 1, 'lugares': 1, 'portales': 4, 'edificios': 1, 'las pirámides truncadas': 1, 'columnas': 1, 'pilares': 1, 'templos egipcios': 1, 'pilones': 1, 'torres': 1, 'pórticos': 1}",49.8745882000599,"{'torres': 1, 'muros': 1, 'mojones': 1, 'columnas': 1, 'obeliscos': 1}","{'puertas': 1, 'entradas': 1, 'pasajes': 1, 'arcos': 1, 'portales': 1}"
fusión,Ringling Brothers and Barnum & Bailey Circus es un circo estadounidense que fue creado desde la fusión del Ringling Brothers Circus y el Barnum & Bailey Circus.,"{'mezcla': 2, 'unión': 18, 'combinación': 3, 'unificación': 1, 'junción': 1}",60.77570116716024,"{'sinergia': 1, 'unión': 1, 'fusión': 1, 'amalgama': 1, 'mezcla': 1}","{'unión': 1, 'alianza': 1, 'combinación': 1, 'enlace': 1, 'integración': 1}"
disputó,"Robertson fue doce veces All Star, 9 veces incluido en el mejor quinteto de la liga, 2 en el segundo y una vez nombrado Mejor Jugador de la NBA, en las 14 temporadas que disputó como profesional.","{'peleó': 5, 'jugó': 7, 'llevó a cabo': 1, 'compitió': 5, 'cuestionó': 1, 'competió': 1, 'litigió': 1, 'participó': 2, 'contendió': 2}",59.26697379598771,"{'sostuvo': 1, 'luchó': 1, 'compitió': 1, 'participó': 1, 'jugó': 1}","{'jugó': 1, 'participó': 1, 'estuvo': 1, 'compitió': 1, 'formó parte': 1}"
abruptas,"Rodeado de montañas abruptas, la comunicación entre las comunidades de este municipio y el resto del país es sumamente complicada, y la puerta de entrada a la zona Mixteca de Guerrero es la ciudad de Tlapa de Comonfort, ubicada a 75 kilómetros de distancia que se recorren en cuatro horas de camino.","{'escarpadas': 4, 'pronunciadas': 3, 'accidentadas': 2, 'repentinas': 1, 'ásperas': 3, 'tortuosas': 2, 'empinadas': 2, 'arriscadas': 1, 'inaccesibles': 1, 'difíciles': 1, 'escabrosas': 1, 'rudas': 1, 'abruptas': 1, 'de dificil acceso': 1, 'con fuertes desniveles': 1}",48.327193270722,"{'escarpadas': 1, 'empinadas': 1, 'verticales': 1, 'pronunciadas': 1, 'abruptas': 1}","{'escarpadas': 1, 'empinadas': 1, 'altas': 1, 'rocosas': 1, 'tajadas': 1}"
blasona,Se blasona de la siguiente manera:,"{'blasona': 2, 'representa': 1, 'dice': 1, 'presume': 5, 'escuda': 1, 'pavonea': 1, 'jacta': 4, 'alardea': 1, 'descifra': 1, 'jactaba': 1, 'dispone': 2, 'fanfarronea': 1, 'ostenta': 2, 'presenta': 1, 'halaga': 1}",68.45901639344261,"{'alaba': 1, 'enorgullece': 1, 'presume': 1, 'enaltece': 1, 'exhibe': 1}","{'presume': 1, 'orgullece': 1, 'jactan': 1, 'gloria': 1, 'vanagloria': 1}"
consecuentemente,"Se celebra en el mes de febrero aunque no hay una fecha fija puesto que depende del calendario lunar que rige la celebración de la Semana Santa y, consecuentemente, la Cuaresma, que empieza justo el último día de Carnaval: en el miércoles de Ceniza.","{'por lo tanto': 3, 'posteriormente': 2, 'por ende': 1, 'después': 3, 'en consecuencia': 3, 'por consiguiente': 3, 'consiguientemente': 1, 'siguiente': 1, 'seguido por': 1, 'luego': 1, 'coherentemente': 1, 'con ello': 1, 'subsiguientemente': 2, 'congruentemente': 1, 'subsecuentemente': 1}",47.739297393835805,"{'siguientemente': 1, 'luego': 1, 'por tanto': 1, 'por consiguiente': 1, 'así': 1}","{'por eso': 1, 'por lo tanto': 1, 'en consecuencia': 1, 'como resultado': 1, 'posteriormente': 1}"
refundió,"Se conserva un recibo de una campana rota que se refundió, teniendo la misma fecha de 1363.","{'volvió a fundir': 1, 'restauró': 1, 'hundió': 1, 'arregló': 1, 'consolidó': 1, 'deshizo': 1, 'fundió de nuevo': 2, 'derritió': 2, 'remoldeó': 1, 'modificó': 2, 'reparó': 1, 'refundió': 4, 'rehizo': 2, 'fusionó': 1, 'fundió nuevamente': 1, 'extravió': 1, 'reformó': 1, 'disolvió': 1}",82.90621175030603,"{'reformó': 1, 'arregló': 1, 'reconstruyó': 1, 'restauró': 1, 'rehízo': 1}","{'rehizo': 1, 'fundió': 1, 'moldió': 1, 'reformó': 1, 'transformó': 1}"
delegado,"Se convirtió asesor del Supremo Juez penal, luego fue delegado en Orvieto, Viterbo y Macerata.","{'alcalde': 1, 'representante': 12, 'puesto': 1, 'encargado': 6, 'corresponsal': 1, 'comisionado': 3, 'comisado': 1}",84.58646616541353,"{'suplente': 1, 'representante': 1, 'augur': 1, 'enviado': 1, 'nombrado': 1}","{'nombrado': 1, 'enviado': 1, 'designado': 1, 'destinado': 1, 'comisionado': 1}"
versatilidad,Se destacó por su versatilidad y el dominio del escenario tanto para el baile como para el canto.,"{'flexibilidad': 1, 'diversidad': 4, 'cualidad de ser versátil': 1, 'practicidad': 1, 'manejabilidad': 1, 'habilidad': 1, 'versatilidad': 3, 'variabilidad': 3, 'ingenio': 1, 'talento': 1, 'adaptabilidad': 4, 'polivalencia': 1, 'inconsecuencia': 1, 'capacidad': 1, 'volubilidad': 1}",60.31273268801194,"{'singularidad': 1, 'variabilidad': 1, 'multifuncionalidad': 1, 'flexibilidad': 1, 'dinamismo': 1}","{'habilidad': 1, 'destreza': 1, 'flexibilidad': 1, 'capacidad': 1, 'amplitud': 1}"
tridente,Se discute si el representado es Zeus lanzando un rayo o Poseidón lanzando su tridente.,"{'tridente': 11, 'arpón': 8, 'arma de tres picos': 1, 'horca': 1, 'harpón': 1, 'arpón de tres dientes': 1, 'tenedor': 1, 'fisga': 1}",46.63013854190324,"{'garfio': 1, 'horquilla': 1, 'azada': 1, 'lanza': 1, 'asta': 1}","{'arpón': 1, 'lanza': 1, 'puñal': 1, 'cuchillo': 1, 'horquilla': 1}"
desembocadura,"Se encuentra localizado sobre la margen izquierda del río Putumayo, kilómetros aguas abajo de la desembocadura del río Guamúez, a 88 km por carretera al sur de Mocoa (Capital), es el municipio de mayor población del departamento con cerca de 55.759 habitantes según Censo del DANE en el año 2005.","{'derivación': 1, 'salida': 8, 'donde el río llega al mar': 1, 'final': 1, 'desagüe': 2, 'fin': 1, 'delta': 1, 'el desagüe': 1, 'embocadura': 1, 'unión': 1, 'del desemboque': 1, 'boca': 2, 'confluencia': 1, 'salida al mar': 1, 'desemboque': 2}",50.12545569518531,"{'salida': 1, 'final': 1, 'boca': 1, 'estuario': 1, 'desagüe': 1}","{'desagüe': 1, 'salida': 1, 'confluencia': 1, 'fin': 1, 'término': 1}"
estatismo,"Se ha abandonado ya la frontalidad y el estatismo, propios de épocas pasadas, pero la figura se sigue apoyando en ambos pies, a pesar de que el dinamismo comienza a apuntarse.","{'poder a cargo del estado': 1, 'centralismo': 1, 'inmobilidad': 1, 'rigidez': 1, 'inclinación': 1, 'inmovilidad': 8, 'estatismo': 5, 'paro': 1, 'invariabilidad': 1, 'la permanencia': 1, 'quedarse estático': 1, 'inércia': 1, 'la inmovilidad': 1, 'permanencia': 1}",48.52521242512887,"{'solidez': 1, 'inmovilidad': 1, 'rigidez': 1, 'fijeza': 1, 'estática': 1}","{'rigidez': 1, 'inmovilidad': 1, 'quietismo': 1, 'fijeza': 1, 'estabilidad': 1}"
armisticio,"Se inauguró el 27 de julio de 1995, en el 42 aniversario del armisticio que acabó con la guerra.","{'acuerdo': 6, 'tratado': 2, 'tregua': 9, 'pacto': 3, 'cese al fuego': 1, 'la paz': 1, 'la tregua': 2, 'armisticio': 1}",54.24179380490061,"{'cese': 1, 'tregua': 1, 'paz': 1, 'convenio': 1, 'pacto': 1}","{'tregua': 1, 'paz': 1, 'alto al fuego': 1, 'suspensión': 1, 'cese': 1}"
sobrehumanas,"Se pusieron de acuerdo, pensando que estaría bien para él tener algunas habilidades sobrehumanas.","{'más que humanas': 1, 'superiores': 1, 'más allá de lo humano': 1, 'extraordinarias': 2, 'excepcionales': 1, 'increíbles': 1, 'sobrenaturales': 10, 'únicas': 1, 'anormales': 1, 'sobrehumanas': 3, 'extraordinárias': 1, 'inhumanas': 1, 'super naturales': 1}",58.74125874125874,"{'extraordinarias': 1, 'sobrenaturales': 1, 'increíbles': 1, 'especiales': 1, 'asombrosas': 1}","{'extraordinarias': 1, 'increíbles': 1, 'sobresalientes': 1, 'excepcionales': 1, 'maravillosas': 1}"
cuádrigas,"Se realizó, en bronce, en el año 474 a. C., para conmemorar la victoria del tirano Polyzalos de Gela en la carrera de cuádrigas de los Juegos Píticos (los que se celebraban en honor de Apolo en el santuario de Delfos).","{'cuádrigas': 4, 'carros tirados por caballos': 1, 'carruajes': 7, 'carros': 7, 'carretas': 2, 'carrozas': 2, 'carreras de carros': 1, 'carruajens': 1}",60.57044534412957,"{'sulky': 1, 'carroza': 1, 'carruaje': 1, 'vehículo': 1, 'carreta': 1}","{'carruajes': 1, 'carros': 1, 'vehículos': 1, 'carretas': 1, 'coches': 1}"
comarcas,"Se sitúa entre las comarcas del Bajo Ampurdán y Alto Ampurdán, entre los términos municipales de Bellcaire, La Escala, Ullà y Torroella de Montgrí.","{'aldeas': 1, 'regiones': 12, 'región': 1, 'territorios': 2, 'distritos': 1, 'zonas': 3, 'region': 1, 'zona': 1, 'estados': 1, 'pequeñas regiones': 1, 'provincias': 1}",60.08884102840221,"{'sitios': 1, 'regiones': 1, 'zonas': 1, 'territorios': 1, 'áreas': 1}","{'regiones': 1, 'zonas': 1, 'distritos': 1, 'ámbitos': 1, 'territorios': 1}"
panteón,Shangó es uno de los más populares Orishas del panteón Yoruba.,"{'cementerio': 10, 'imaginario': 1, 'conjunto': 1, 'tumba': 1, 'sepulcro': 2, 'mausoleo': 4, 'panteón': 1, 'monumento': 3, 'santuario': 1, 'conjunto de divinidades': 1}",91.98830409356724,"{'santoral': 1, 'templo': 1, 'santuario': 1, 'conjunto': 1, 'grupo': 1}","{'templo': 1, 'lugar': 1, 'recinto': 1, 'santuario': 1, 'altar': 1}"
cénit,Si bien alcanzó el cénit de su reconocimiento años después de su prematura muerte.,"{'punto más alto': 1, 'tope': 1, 'lo más alto': 1, 'plenitud': 3, 'cima': 6, 'culminación': 2, 'cumbre': 1, 'apogeo': 6, 'cúspide': 1, 'máximo punto': 1, 'zénit': 1, 'la culminación': 1}",45.0544691341573,"{'ápice': 1, 'punto': 1, 'summit': 1, 'culmen': 1, 'tope': 1}","{'cumbre': 1, 'ápice': 1, 'cima': 1, 'punto más alto': 1, 'apogeo': 1}"
perpetuidad,"Sin embargo en 1999 hubo un distanciamiento a perpetuidad entre el ""Tony Pulguita"" y la ""Tía Sandra"", por lo que el ""payasito"" cambió de rumbo al TVU en dicho año con otra co-animadora quien lo sigue hasta hoy en día, la ""Amiguita Amy"".","{'manera infinita': 1, 'eternidad': 7, 'para siempre': 1, 'permanente': 5, 'interminable': 1, 'para siemore': 1, 'constancia': 1, 'perdurabilidad': 1, 'continuidad': 1, 'perpetuo': 1, 'perpetuidad': 1, 'muy largo': 1, 'considerable': 1, 'incesante': 1, 'definitivo': 1}",47.43207290691459,"{'eternidad': 1, 'infinitud': 1, 'permanencia': 1, 'longevidad': 1, 'continuidad': 1}","{'siempre': 1, 'para siempre': 1, 'eternamente': 1, 'indefinidamente': 1, 'de por vida': 1}"
co-animadora,"Sin embargo en 1999 hubo un distanciamiento a perpetuidad entre el ""Tony Pulguita"" y la ""Tía Sandra"", por lo que el ""payasito"" cambió de rumbo al TVU en dicho año con otra co-animadora quien lo sigue hasta hoy en día, la ""Amiguita Amy"".","{'animadora secundaria': 2, 'conductora': 1, 'colaboradora': 1, 'compañera': 4, 'co-animadora': 5, 'comentarista': 1, 'co-presentadora': 2, 'presentadora': 2, 'compañera del medio': 1, 'co-cómica': 1, 'compaginada': 1, 'animadora acompañante': 1, 'acompañante': 2, 'animadora': 1}",47.43207290691459,"{'co-presentadora': 1, 'co-conductora': 1, 'colaboradora': 1, 'acompañante': 1, 'socia': 1}","{'compañera': 1, 'copresentadora': 1, 'coconductora': 1, 'asistente': 1, 'colega': 1}"
doctrinas,"Sin embargo, diferencias entre las autoridades y conflictos al interior de la Iglesia ocasionaron que los líderes decidieran separar sus doctrinas con la división de la entonces única Iglesia Metodista Pentecostal de Chile en tres entidades: la Iglesia Metodista Pentecostal de Chile de Derecho Público, mantenida por el obispo Cartes Venegas y correspondiente a 300 iglesias a nivel nacional; la Iglesia Metodista Pentecostal de Chile con Personalidad Jurídica de Derecho Privado (también conocida por Corporación Iglesia Metodista Pentecostal de Chile), lidearada por el Pastor vicepresidente gobernante de la Iglesia Nueva San Ramón Rev. Roberto López Rojas, correspondiente a 62 iglesias; y la Primera Iglesia Metodista Pentecostal o Catedral Evangélica de Chile, liderada por el pastor Rev. Eduardo Durán Castro, con 65 templos y locales.","{'series de conocimientos y costumbres': 1, 'creencias': 3, 'enseñanzas': 8, 'ideologías': 2, 'teorías': 1, 'ideales': 2, 'disciplinas': 3, 'principios': 1, 'doctrinas': 2, 'fundamentas': 1, 'ideas': 1}",50.01214308017901,"{'creencias': 1, 'enunciados': 1, 'principios': 1, 'credos': 1, 'dogmas': 1}","{'enseñanzas': 1, 'creencias': 1, 'dogmas': 1, 'principios': 1, 'preceptos': 1}"
reeditada,"Sin embargo, la canción fue usada en el 2005 en un famoso anuncio del coche ""Citroën C4"", siendo reeditada y alcanzando entonces la posición número 9 en las listas de Gran Bretaña.","{'editada nuevamente': 4, 'rehecha': 1, 'editada de nuevo': 3, 'relanzada': 1, 'reimpresa': 1, 'reeditada': 5, 'reproducida': 1, 'reescrita': 1, 'cambiada': 1, 'renovada': 1, 'remasterizada': 1, 'sobreescrita': 1, 'repetidas': 1, 'modificada': 2, 'republicada': 1}",70.80717093386424,"{'modificada': 1, 'actualizada': 1, 'adaptada': 1, 'renovada': 1, 'reformada': 1}","{'editada de nuevo': 1, 'publicada de nuevo': 1, 'relanzada': 1, 'vuelta a publicar': 1, 'reimpresa': 1}"
arrojadizo,"Sin embargo, la idea de un tridente arrojadizo resulta extraña y cuando se ha tratado de reconstruir la estatua con el posible tridente, la figura queda estropeada.","{'arrojadiozo': 1, 'arrojadizo': 6, 'fácilmente lanzable': 1, 'lanzable': 7, 'proyectado': 1, 'que se puede tirar fácilmente': 1, 'volador': 1, 'proyectil': 1, 'que fuera lanzado': 1, 'que se arroje': 1, 'veneblo': 1, 'cualquiera': 1, 'que se arroja': 1, 'lanzado': 1}",55.402458366375896,"{'soltable': 1, 'lanzable': 1, 'disparador': 1, 'proyectable': 1, 'tirante': 1}","{'lanzadizo': 1, 'que se lanza': 1, 'de lanzar': 1, 'que vuela': 1, 'proyectil': 1}"
datación,"Sin embargo, persiste la controversia respecto a la datación, procedencia y autoría de las dos esculturas.","{'colocación de la fecha': 1, 'fecha': 11, 'fecha marcada': 1, 'anotación': 2, 'origen': 1, 'fechación': 2, 'datación': 2, 'fecha de origen': 1, 'fijación de la fecha': 1, 'asignación de fecha': 1, 'creación': 1, 'fechado': 1}",41.94076874606175,"{'situación': 1, 'tiempo': 1, 'fecha': 1, 'registro': 1, 'cronología': 1}","{'fecha': 1, 'momento': 1, 'época': 1, 'era': 1, 'período': 1}"
derrocó,"Sin embargo, un año después, el 29 de mayo de 2000, George Speight, nacionalista de línea dura, realizó un golpe de estado que derrocó a Chaudhry.","{'quitó de su cargo': 1, 'depuso': 1, 'destituyó': 9, 'derrotó': 2, 'destronó': 3, 'derroto': 2, 'derribó': 2, 'expulso': 1, 'destituió': 1, 'abatió': 1, 'venció': 1, 'sacó del poder': 1}",62.95632095439677,"{'derribó': 2, 'tumbó': 1, 'destituyó': 1, 'derrocó': 1}","{'derribó': 1, 'destituyó': 1, 'venció': 1, 'expulsó': 1, 'eliminó': 1}"
comarca,"Sober se encuentra en la comarca de ""Terra de Lemos"", limitando al norte y este con el municipio de Monforte de Lemos, al norte y oeste con el de Pantón y el río Cabe, mientras que al sur delimita con el cañón del río Sil.","{'aldea': 1, 'región': 12, 'territorio': 4, 'distrito': 1, 'zona': 4, 'locación': 1, 'país': 1, 'província': 1}",71.69652944639815,"{'sitio': 1, 'región': 1, 'zona': 1, 'área': 1, 'territorio': 1}","{'zona': 1, 'región': 1, 'distrito': 1, 'provincia': 1, 'localidad': 1}"
secuencia,"Strongman Super Series (serie estupenda del strongman, actualmente conocida como ""Serie estupenda del Hombre más fuerte del mundo"") es una secuencia de los mejores acontecimientos y los más destacados competidores en atletismo de fuerza.","{'continuación': 2, 'serie': 9, 'conjunto de sucesos': 1, 'conjunto': 1, 'seguimiento': 1, 'cadena': 1, 'compilación': 1, 'recopilación': 1, 'sucesión': 6, 'suceso': 1, 'en seguimiento': 1}",53.61781076066791,"{'serie': 1, 'sucesión': 1, 'conjunto': 1, 'ristra': 1, 'ronda': 1}","{'serie': 1, 'sucesión': 1, 'orden': 1, 'cadena': 1, 'secuencia': 1}"
acontecimientos,"Strongman Super Series (serie estupenda del strongman, actualmente conocida como ""Serie estupenda del Hombre más fuerte del mundo"") es una secuencia de los mejores acontecimientos y los más destacados competidores en atletismo de fuerza.","{'hechos': 8, 'eventos': 5, 'sucesos': 11, 'ocorrencias': 1}",53.61781076066791,"{'Eventos': 1, 'sucesos': 1, 'ocurrencias': 1, 'hechos': 1, 'incidentes': 1}","{'eventos': 1, 'sucesos': 1, 'ocasiones': 1, 'situaciones': 1, 'acontecimientos': 1}"
vertiente,"Stuart David Price (Paris, Francia; 9 de septiembre de 1977) es un productor, y músico inglés, ganador de tres premios Grammy, dedicado a la música electrónica en su vertiente dance.","{'variante': 5, 'denominación': 1, 'componente': 1, 'vertiente': 4, 'faceta': 2, 'estilo': 2, 'subgénero': 1, 'pendiente': 1, 'versión': 1, 'inclinación': 3, 'género': 1, 'optica': 1, 'especialización': 1, 'categoría': 1}",59.79443221343617,"{'aspecto': 1, 'lado': 1, 'enfoque': 1, 'ámbito': 1, 'rumbo': 1}","{'aspecto': 1, 'cara': 1, 'facta': 1, 'lado': 1, 'vertiente': 1}"
obstaculizado,Su camino hacia una medalla de oro olímpica fue obstaculizado en 1948 y 1952 por el campeón checo Emil Zátopek.,"{'dificultado': 2, 'detenido': 1, 'obstruido': 2, 'estorbado': 1, 'entorpecido': 3, 'impedido': 7, 'agravado': 1, 'truncado': 1, 'frenado': 1, 'embarazado': 1, 'frenada': 1, 'ímpedido': 1, 'interferido': 1, 'interrumpido': 1, 'bloqueado': 1}",60.98369349065358,"{'impedido': 1, 'entorpecido': 1, 'bloqueado': 1, 'dificultado': 1, 'interrumpido': 1}","{'dificultado': 1, 'entorpecido': 1, 'impido': 1, 'impedido': 1, 'obstaculizado': 1}"
consagración,"Su consagración llegó en los Juegos Olímpicos de Montreal 1976, donde ganó el oro en los 200 m con 22,37 (récord olímpico), por delante de la alemana occidental Annegret Richter (plata con 22,39) y de la alemana oriental Renate Stecher (bronce con 22,47) Además ganó el oro en los relevos 4x100 m junto a Marlies Oelsner, Renate Stecher y Carla Bodendorf.","{'punto más exitoso': 1, 'coronación': 5, 'comunidad religiosa': 1, 'reconocimiento': 1, 'dedicación': 3, 'educación': 1, 'confirmación': 1, 'distinción': 1, 'sacralización': 1, 'reunión': 1, 'momento de gloria': 1, 'glorificación': 2, 'triunfo': 1, 'reconocido': 1, 'consagración': 1, 'gloria': 3}",67.79912787824878,"{'reconocimiento': 1, 'consagración': 2, 'exaltación': 1, 'glorificación': 1, 'coronación': 1}","{'triunfo': 1, 'victoria': 1, 'logro': 1, 'éxito': 1, 'consagración': 1}"
devastador,"Su construcción se realizó cuando todavía la ciudad de Concepción se encontraba emplazada en el lugar, antes de que se trasladara a su actual ubicación décadas más tarde a raíz de un devastador terremoto de 1751.","{'destructor': 8, 'destructivo': 3, 'arrasador': 2, 'triste': 1, 'demoledor': 3, 'catastrófico': 5, 'desastroso': 1, 'catástrofico': 1, 'terrible': 1}",49.105095848184185,"{'destructivo': 1, 'catastrófico': 1, 'desastroso': 1, 'terrible': 1, 'fatal': 1}","{'arrasador': 1, 'destructivo': 1, 'terrible': 1, 'cataclísmico': 1, 'devastador': 1}"
lírico,Su contenido lírico relata la historia de una pareja que sueña con una vida mejor.,"{'de poesía': 1, 'poético': 17, 'sus letras': 1, 'de opera': 1, 'escrito': 2, 'musical': 1, 'lírico': 1, 'literario': 1}",104.47965036875168,"{'poético': 1, 'musical': 1, 'cantado': 1, 'versado': 1, 'poemático': 1}","{'musical': 1, 'poético': 1, 'cantado': 1, 'versificado': 1, 'lírico': 1}"
sincrónica,Su creación es sincrónica a la del Pirineo.,"{'de fecha paralela': 1, 'simultánea': 14, 'está en sincronía': 1, 'paralela': 1, 'similar': 2, 'simultanea': 2, 'coordinada': 1, 'sincronizada': 1, 'a la par': 1, 'en concordancia': 1}",46.75324675324675,"{'simultánea': 1, 'coincidente': 1, 'contemporánea': 1, 'paralela': 1, 'conjunta': 1}","{'simultánea': 1, 'coincidente': 1, 'igual': 1, 'contemporánea': 1, 'sincrónica': 1}"
declive,"Su declive comenzó en el siglo III, debido a que su puerto quedó colmatado como consecuencia de un terremoto.","{'caída': 12, 'caida': 1, 'descenso': 3, 'deterioro': 1, 'decadencia': 5, 'vertiente': 1, 'perdida': 1, 'fin': 1}",54.83940972222221,"{'slope': 1, 'bajada': 1, 'descenso': 1, 'caída': 1, 'inclinación': 1}","{'caída': 1, 'disminución': 1, 'merma': 1, 'retroceso': 1, 'deterioro': 1}"
colmatado,"Su declive comenzó en el siglo III, debido a que su puerto quedó colmatado como consecuencia de un terremoto.","{'colmatado': 2, 'dañado': 1, 'cubierto': 1, 'obstruido': 4, 'repleto': 1, 'integrado': 1, 'hundido': 1, 'destruido': 3, 'enterrado': 1, 'atascado': 1, 'rellenado': 3, 'recubierto': 1, 'completado': 1, 'arruinado': 1, 'inundado': 1, 'sedimentado': 1, 'lleno de escombros': 1}",54.83940972222221,"{'llenado': 1, 'tapado': 1, 'repleto': 1, 'atascado': 1, 'cubierto': 1}","{'lleno': 1, 'obstruido': 1, 'atascado': 1, 'saturado': 1, 'colmatado': 1}"
feudo,"Su ducado, que tenía su capital en Königsberg (en polaco: ""Królewiec""), fue establecido como feudo de la Corona de Polonia.","{'reinado': 1, 'dominio': 4, 'pueblo': 1, 'propiedad': 6, 'castillo': 1, 'propietario': 3, 'posesión': 1, 'señorío': 1, 'baluarte': 1, 'señor': 2, 'dependencia': 1, 'tierra': 1, 'renta': 1, 'finca': 1}",51.34788189987163,"{'vasallaje': 1, 'señorío': 1, 'merced': 1, 'beneficio': 1, 'tenencia': 1}","{'territorio': 1, 'dominio': 1, 'señorío': 1, 'posesión': 1, 'feudo': 1}"
